source_bucket,numeric_song_id,status,primary_key,primary_frame_pc,primary_correlation,primary_margin,secondary_key,secondary_frame_pc,secondary_correlation,secondary_margin,error
src_001,35,AMBIGUOUS_FRAME_DISAGREEMENT,F,5,0.8397402522176552,0.1162478545089849,Bb,10,0.8971134574018134,0.07378503460838648,
src_001,38,AMBIGUOUS_FRAME_DISAGREEMENT,f#,9,0.5785702089291141,0.02649138825650621,D,2,0.5265156656127323,0.16885367461015843,
src_001,40,AMBIGUOUS_FRAME_DISAGREEMENT,F,5,0.8317067052422443,0.027108444473288418,Bb,10,0.8054538468250683,0.05868725121931184,
src_001,42,REVIEW_LOW_CONFIDENCE,B,11,0.8327282084571528,0.0386132345531669,ab,11,0.8693398827276564,0.07744982536559719,
src_001,50,AMBIGUOUS_FRAME_DISAGREEMENT,C#,1,0.7274328309251197,0.015627059667317256,c#,4,0.740379499391166,0.0223700066379251,
src_001,52,REVIEW_LOW_CONFIDENCE,Eb,3,0.62869344543897,0.025441537225853184,Eb,3,0.6025651872319335,0.012558435862967565,
src_001,55,AMBIGUOUS_FRAME_DISAGREEMENT,d,5,0.8460235968123826,0.2566613853622929,g,10,0.8984871373835068,0.10533183382830846,
src_001,57,REVIEW_LOW_CONFIDENCE,G,7,0.8874285772134913,0.031365548157721634,G,7,0.9339921898270753,0.21275919747973426,
src_001,67,REVIEW_LOW_CONFIDENCE,Bb,10,0.8230662965087524,0.11926438512550974,Bb,10,0.892017976045622,0.028506337682586036,
src_001,69,AMBIGUOUS_FRAME_DISAGREEMENT,d,5,0.8424113568867097,0.11457687022894159,g,10,0.9025233129277649,0.10595139588503633,
src_001,71,REVIEW_LOW_CONFIDENCE,A,9,0.7786227399719279,0.012728944150472543,A,9,0.8764616621187518,0.041521773298449305,
src_001,74,REVIEW_LOW_CONFIDENCE,ab,11,0.7435116280968711,0.044228730939067984,ab,11,0.7331641501074077,0.005173527983725501,
src_001,77,AMBIGUOUS_FRAME_DISAGREEMENT,g,10,0.8396626387919351,0.20419390713549757,c,3,0.8905594767249148,0.07435290229427938,
src_001,78,AMBIGUOUS_FRAME_DISAGREEMENT,Eb,3,0.7920342502397927,0.10097413095553298,bb,1,0.8068820497588067,0.017602820530044916,
src_001,82,REVIEW_LOW_CONFIDENCE,A,9,0.9773535516374986,0.3616328843582246,A,9,0.8237311112756956,0.04859682540274446,
src_001,86,REVIEW_LOW_CONFIDENCE,b,2,0.8137979787299603,0.12726170392439007,b,2,0.8706893571472519,0.039733318063103984,
src_001,90,AMBIGUOUS_FRAME_DISAGREEMENT,b,2,0.8631772968288369,0.20311550514918875,e,7,0.8249540348939045,0.11822430295131592,
src_001,95,AMBIGUOUS_FRAME_DISAGREEMENT,ab,11,0.8384738850776552,0.07152172260068279,c#,4,0.8747042497519032,0.07612192599145995,
src_001,96,REVIEW_LOW_CONFIDENCE,A,9,0.8273711303970822,0.0180002047350738,A,9,0.8575021450442026,0.06421398739674278,
src_001,106,AMBIGUOUS_FRAME_DISAGREEMENT,C#,1,0.8956228123834732,0.2700328556440803,F#,6,0.8245563165204075,0.047212041714177366,
src_001,110,AMBIGUOUS_FRAME_DISAGREEMENT,C,0,0.7019901935659223,0.13272652456785772,F,5,0.7659336666035682,0.1390755806881322,
src_002,112,AMBIGUOUS_FRAME_DISAGREEMENT,F,5,0.8806542556009652,0.14863683476454415,Bb,10,0.9180547115039855,0.0832111514398991,
src_002,127,AMBIGUOUS_FRAME_DISAGREEMENT,Eb,3,0.9097815712863742,0.2428169294276633,Ab,8,0.8688779694797821,0.04652912712183033,
src_002,129,AMBIGUOUS_FRAME_DISAGREEMENT,G,7,0.7516010860763899,0.010831343158508533,c,3,0.8223571121971823,0.18592916564017414,
src_002,130,REVIEW_LOW_CONFIDENCE,c#,4,0.8987978707237622,0.340820522543855,c#,4,0.8989276382569518,0.0499592840375217,
src_002,135,AMBIGUOUS_FRAME_DISAGREEMENT,c#,4,0.8797626390792249,0.2799148816111272,f#,9,0.8447268373729727,0.0022079523864477757,
src_002,141,AMBIGUOUS_FRAME_DISAGREEMENT,d,5,0.7583650947415367,0.07749319147988076,g,10,0.920983490921814,0.07304185990583922,
src_002,155,REVIEW_LOW_CONFIDENCE,f#,9,0.798962614964955,0.11399941783752121,f#,9,0.8793973711483388,0.003915562586582655,
src_002,158,REVIEW_LOW_CONFIDENCE,c#,4,0.8217986994356352,0.16851884445802756,c#,4,0.881685643319853,0.020681741044970225,
src_002,159,AMBIGUOUS_FRAME_DISAGREEMENT,c,3,0.8282699215154066,0.011379520685623867,Ab,8,0.9398625500135757,0.25915511871394814,
src_002,163,AMBIGUOUS_FRAME_DISAGREEMENT,A,9,0.9001803424603083,0.05486189129966468,D,2,0.9280598897372271,0.2018004116915908,
src_002,167,AMBIGUOUS_FRAME_DISAGREEMENT,A,9,0.8554802661345386,0.029176893928499537,D,2,0.9578029306509148,0.2427532804700573,
src_002,169,REVIEW_LOW_CONFIDENCE,B,11,0.8383853077848238,0.018924054424960257,B,11,0.9518510607364693,0.250600933331236,
src_002,170,AMBIGUOUS_FRAME_DISAGREEMENT,D,2,0.940973369806011,0.1516906045072942,G,7,0.8835286535069614,0.08340184376198712,
src_002,172,REVIEW_LOW_CONFIDENCE,b,2,0.860341323958237,0.2285323003708465,b,2,0.8114797802440517,0.044387114040609466,
src_002,175,AMBIGUOUS_FRAME_DISAGREEMENT,G,7,0.7740013249415392,0.06158025043301585,a,0,0.88156530292369,0.029415867034580656,
src_002,179,REVIEW_LOW_CONFIDENCE,F,5,0.8402847264644725,0.18332905997062798,F,5,0.8940391585919553,0.029589128943886767,
src_002,184,AMBIGUOUS_FRAME_DISAGREEMENT,G,7,0.8886721025519767,0.06257390087086445,C,0,0.8623941839611228,0.15124618521194322,
src_002,185,REVIEW_LOW_CONFIDENCE,Eb,3,0.8688303354833629,0.17216599042044534,Eb,3,0.8620504707829417,0.0018639414745728056,
src_002,186,REVIEW_LOW_CONFIDENCE,d,5,0.8152506589258591,0.04415694096520495,d,5,0.8176045609865662,0.0404642380768484,
src_002,191,REVIEW_LOW_CONFIDENCE,F,5,0.8109769845836631,0.007390455875454283,F,5,0.9224114929626163,0.1359364941295923,
src_002,196,REVIEW_LOW_CONFIDENCE,C#,1,0.7990462535251749,0.0393507969129111,C#,1,0.8904504504204522,0.14031282642269172,
src_002,200,AMBIGUOUS_FRAME_DISAGREEMENT,d,5,0.7668601181128543,0.07632099033737982,g,10,0.8318812772666072,0.11838081226164421,
src_002,207,REVIEW_LOW_CONFIDENCE,G,7,0.7865596882377062,0.08803552736530595,G,7,0.784789735031254,0.0445752651529846,
src_002,210,REVIEW_LOW_CONFIDENCE,G,7,0.9252530766751826,0.2473077677680241,G,7,0.83920141256593,0.0005941478671807054,
src_002,212,AMBIGUOUS_FRAME_DISAGREEMENT,B,11,0.7557206178534425,0.0047202273831077335,E,4,0.9291293461796529,0.0826690928463536,
src_002,214,REVIEW_LOW_CONFIDENCE,D,2,0.8691812297763308,0.032888706193902384,D,2,0.9552607527087772,0.26238247612251675,
src_002,219,AMBIGUOUS_FRAME_DISAGREEMENT,C,0,0.8429557901865897,0.25622435864597115,F,5,0.805193917216637,0.03901984778016787,
src_002,220,AMBIGUOUS_FRAME_DISAGREEMENT,D,2,0.7354800114982194,0.027575403370258766,d,5,0.8589482429985261,0.10610275426064653,
src_002,233,AMBIGUOUS_FRAME_DISAGREEMENT,D,2,0.8765663802277445,0.006272360146035161,G,7,0.8723848134641649,0.17592526876892123,
src_002,236,REVIEW_LOW_CONFIDENCE,D,2,0.8140719537792921,0.012460872054497973,D,2,0.8753482075906096,0.14208360388275953,
src_002,245,AMBIGUOUS_FRAME_DISAGREEMENT,bb,1,0.8993840878283829,0.2593442348508743,F#,6,0.8429386872224056,0.06696460778816782,
src_002,246,REVIEW_LOW_CONFIDENCE,e,7,0.8615297820754337,0.2686154175574539,e,7,0.8680671077229093,0.01178862024599625,
src_002,250,AMBIGUOUS_FRAME_DISAGREEMENT,Bb,10,0.7921001247765759,0.07585176760892931,Eb,3,0.8396874249201686,0.06318510181173898,
src_002,251,REVIEW_LOW_CONFIDENCE,D,2,0.9406867736103097,0.2536735380422117,D,2,0.8639263826391744,0.012896610943871734,
src_002,252,REVIEW_LOW_CONFIDENCE,F#,6,0.878108565260454,0.1968363783510919,F#,6,0.8233844427254333,0.0298384856008731,
src_002,256,AMBIGUOUS_FRAME_DISAGREEMENT,f,8,0.8327872177451543,0.18008190777141342,bb,1,0.8506951296906342,0.004763577061222102,
src_002,257,AMBIGUOUS_FRAME_DISAGREEMENT,c#,4,0.7830484377996505,0.13802396336707334,f#,9,0.8432600708173988,0.050676052784440095,
src_002,264,AMBIGUOUS_FRAME_DISAGREEMENT,D,2,0.8184634884186957,0.005373592703426078,G,7,0.9414693939050987,0.12840438302751322,
src_002,269,REVIEW_LOW_CONFIDENCE,G,7,0.7679662947979364,0.17775526068897285,G,7,0.902593697154306,0.04453019364737809,
src_002,270,AMBIGUOUS_FRAME_DISAGREEMENT,A,9,0.8660874237036882,0.03343134164724004,D,2,0.9263604900410736,0.11927605137917774,
src_002,271,AMBIGUOUS_FRAME_DISAGREEMENT,C,0,0.7873548334891126,0.06891350053110101,F,5,0.9157650896122345,0.0841843244816779,
src_002,273,REVIEW_LOW_CONFIDENCE,Eb,3,0.7227524630742274,0.048143297552350584,Eb,3,0.8851916540571552,0.11685222923426508,
src_002,275,AMBIGUOUS_FRAME_DISAGREEMENT,bb,1,0.7425469915820084,0.011411506466536103,eb,6,0.8104146677997824,0.049281873131821086,
src_002,277,AMBIGUOUS_FRAME_DISAGREEMENT,D,2,0.7240248492713894,0.0036755824016296845,e,7,0.8558214362227339,0.07018332114660786,
src_002,278,AMBIGUOUS_FRAME_DISAGREEMENT,A,9,0.924835234201891,0.18064371081640773,D,2,0.8469146117080643,0.03328030681058214,
src_002,282,REVIEW_LOW_CONFIDENCE,a,0,0.8238900532283823,0.14326589340729712,a,0,0.7884774670505721,0.018086530062102257,
src_002,283,AMBIGUOUS_FRAME_DISAGREEMENT,C,0,0.816484814820163,0.08862747771224622,F,5,0.825356552716269,0.05566810717577664,
src_002,284,REVIEW_LOW_CONFIDENCE,C,0,0.8014699702535153,0.034247301263236496,C,0,0.8513178681385436,0.18597163947870654,
src_002,294,REVIEW_LOW_CONFIDENCE,Eb,3,0.7175471501232787,0.018468250924843055,Eb,3,0.8977740735486479,0.10573438545273695,
src_002,296,AMBIGUOUS_FRAME_DISAGREEMENT,G,7,0.7989212548158501,0.07256010355709885,C,0,0.7614395938542169,0.04532107852441647,
src_002,299,REVIEW_LOW_CONFIDENCE,Bb,10,0.866817304531087,0.014226768189335992,Bb,10,0.9141061945883052,0.1354719162629986,
src_002,300,AMBIGUOUS_FRAME_DISAGREEMENT,G,7,0.8483096826509345,0.049211890517964485,C,0,0.9291853199401264,0.13348029338387435,
src_002,303,REVIEW_LOW_CONFIDENCE,eb,6,0.9335186468509618,0.3185009087551307,eb,6,0.7831008350215846,0.008436403187727093,
src_002,304,REVIEW_LOW_CONFIDENCE,C,0,0.808160106333281,0.043359282164198376,C,0,0.8461370791688428,0.07399986425881211,
src_002,305,REVIEW_LOW_CONFIDENCE,d,5,0.7140620737452182,0.007570403569901241,d,5,0.9098969236490592,0.18059110459315264,
src_002,306,AMBIGUOUS_FRAME_DISAGREEMENT,F,5,0.8790789902776386,0.24828245750054267,Bb,10,0.8477551286062825,0.013996084997719427,
src_002,309,REVIEW_LOW_CONFIDENCE,C,0,0.853983496931673,0.1158586235025828,C,0,0.872812044022489,0.0019472575551332527,
src_002,313,AMBIGUOUS_FRAME_DISAGREEMENT,f#,9,0.7358007110401944,0.18416991003188188,b,2,0.7577117948772455,0.17123514518286986,
src_002,314,REVIEW_LOW_CONFIDENCE,Ab,8,0.8839045928773702,0.2652126858836854,Ab,8,0.8372179779117415,0.04525846709655146,
src_002,319,AMBIGUOUS_FRAME_DISAGREEMENT,c,3,0.8563086468722182,0.28661267450977523,f,8,0.8201850959961807,0.04365966915081565,
src_002,321,AMBIGUOUS_FRAME_DISAGREEMENT,F#,6,0.7542332132535677,0.0046965028950261,ab,11,0.8762519447009468,0.04061657002554642,
src_002,325,AMBIGUOUS_FRAME_DISAGREEMENT,Bb,10,0.8598578660045796,0.03209412434542891,Eb,3,0.9270369155038146,0.12814734210158152,
src_002,326,REVIEW_LOW_CONFIDENCE,C,0,0.8215480779257323,0.09983144637395203,C,0,0.8956887061474262,0.03745043262051839,
src_002,327,REVIEW_LOW_CONFIDENCE,Eb,3,0.9090994465749254,0.18956612484860635,Eb,3,0.7718651831563209,0.039327222515395555,
src_002,330,AMBIGUOUS_FRAME_DISAGREEMENT,Eb,3,0.8374113802993395,0.03310342747033357,Ab,8,0.8210887288647745,0.049644447829243266,
src_002,338,AMBIGUOUS_FRAME_DISAGREEMENT,B,11,0.8869937428251962,0.07121254739822891,E,4,0.963440638568093,0.21943226951408001,
src_002,346,REVIEW_LOW_CONFIDENCE,C,0,0.8966747476758624,0.03672873540422017,C,0,0.9286428313698657,0.25101784203417776,
src_002,354,AMBIGUOUS_FRAME_DISAGREEMENT,D,2,0.9032577242211232,0.10509024226932884,G,7,0.9106234644410215,0.08955785513116643,
src_002,357,AMBIGUOUS_FRAME_DISAGREEMENT,f#,9,0.8079898826258748,0.2383137848483099,b,2,0.8210281180543983,0.011069527053137462,
src_002,360,AMBIGUOUS_FRAME_DISAGREEMENT,Eb,3,0.8873044013476353,0.005758587371871293,Ab,8,0.946457086068243,0.22198953124894105,
src_002,365,AMBIGUOUS_FRAME_DISAGREEMENT,e,7,0.8856367964993132,0.3831392777953462,C,0,0.7662292579569798,0.029974858469408505,
src_002,374,AMBIGUOUS_FRAME_DISAGREEMENT,C,0,0.8350509822816485,0.07648905645559068,F,5,0.900029061122451,0.05788542112672612,
src_002,375,REVIEW_LOW_CONFIDENCE,b,2,0.8407327845034015,0.16900839945500856,b,2,0.8417023845066559,0.04886652214623666,
src_002,376,REVIEW_LOW_CONFIDENCE,A,9,0.7713191726051666,0.1116747752317736,A,9,0.8061809021664194,0.0242455083895472,
src_002,377,AMBIGUOUS_FRAME_DISAGREEMENT,D,2,0.7394459938227274,0.02162368653121638,G,7,0.864578567363326,0.08246567612585498,
src_002,388,REVIEW_LOW_CONFIDENCE,A,9,0.8820652101163595,0.04607406216126764,A,9,0.9731816233257697,0.2897796426806488,
src_002,393,REVIEW_LOW_CONFIDENCE,F,5,0.6538703398305392,0.043988545577877236,F,5,0.6797679917002072,0.0705389205114707,
src_002,406,REVIEW_LOW_CONFIDENCE,F,5,0.784853897345107,0.04257574597768987,F,5,0.9223864242431704,0.06993597784498129,
src_002,408,AMBIGUOUS_FRAME_DISAGREEMENT,Bb,10,0.7759318915005361,0.0015286580233740965,Eb,3,0.928115933499011,0.07174803561407894,
src_002,411,REVIEW_LOW_CONFIDENCE,d,5,0.8392695947006671,0.269492257273346,d,5,0.869618306634297,0.04847741957356255,
src_002,419,REVIEW_LOW_CONFIDENCE,c,3,0.8053933269612014,0.18303673790447939,c,3,0.8810735001603109,0.0246155625784773,
src_002,420,AMBIGUOUS_FRAME_DISAGREEMENT,Ab,8,0.8067265362552106,0.004125112079693238,C#,1,0.9356857145251417,0.13253574564097315,
src_002,423,REVIEW_LOW_CONFIDENCE,c,3,0.8211739457418676,0.11283053764234063,c,3,0.8313824676072813,0.010180603206296768,
src_002,426,REVIEW_LOW_CONFIDENCE,Eb,3,0.8501908419105458,0.001558203513342793,Eb,3,0.9616572727371355,0.2047004991912964,
src_002,432,AMBIGUOUS_FRAME_DISAGREEMENT,c#,4,0.9041472222583058,0.20595023397809165,A,9,0.8205051330986258,0.039296116337577125,
src_002,436,AMBIGUOUS_FRAME_DISAGREEMENT,d,5,0.8595554827616768,0.13236488394706802,Bb,10,0.9144111117090167,0.21649472752306675,
src_002,438,REVIEW_LOW_CONFIDENCE,b,2,0.8248992045723083,0.17998092105796637,b,2,0.888288804223314,0.04135903299762789,
src_002,442,REVIEW_LOW_CONFIDENCE,D,2,0.8906828540283144,0.048367741849159374,D,2,0.9745012085361151,0.2560139474879789,
src_002,446,REVIEW_LOW_CONFIDENCE,A,9,0.8140522214727596,0.0017317215766122773,A,9,0.8714596410898439,0.12820157203607907,
src_002,448,REVIEW_LOW_CONFIDENCE,B,11,0.8224603701119546,0.028296581665979703,B,11,0.9047980753059972,0.12173404660612586,
src_002,452,AMBIGUOUS_FRAME_DISAGREEMENT,a,0,0.8769841483169054,0.2476296790608905,d,5,0.8697354228823662,0.03220718244009679,
src_002,456,AMBIGUOUS_FRAME_DISAGREEMENT,G,7,0.8125898755438732,0.10656322338654622,C,0,0.8556987098940267,0.0532149910087919,
src_002,466,AMBIGUOUS_FRAME_DISAGREEMENT,Bb,10,0.9204477825848102,0.16296759591293275,Eb,3,0.9143217713871231,0.07596724008936329,
src_002,470,AMBIGUOUS_FRAME_DISAGREEMENT,G,7,0.7940716063359465,0.10871036230566133,a,0,0.8953504726905858,0.026224944127288485,
src_002,485,AMBIGUOUS_FRAME_DISAGREEMENT,ab,11,0.7963077180907396,0.0015496638482707104,c#,4,0.9216089578384615,0.28946480564334665,
src_003,494,REVIEW_LOW_CONFIDENCE,c,3,0.7868195447664429,0.022551129744006526,c,3,0.8441411438131634,0.1517960593543506,
src_003,495,REVIEW_LOW_CONFIDENCE,C,0,0.7644564470485343,0.07675050793347427,C,0,0.9077693919239976,0.012702963339469742,
src_003,497,REVIEW_LOW_CONFIDENCE,e,7,0.9105057690917947,0.3787507951717852,e,7,0.7685186506940332,0.035732340636194126,
src_003,498,REVIEW_LOW_CONFIDENCE,c,3,0.8136262048974314,0.07586421758887285,c,3,0.8094044554396248,0.023264069467476056,
src_003,501,AMBIGUOUS_FRAME_DISAGREEMENT,bb,1,0.8448220227530959,0.24454520527685952,eb,6,0.8484205571099526,0.008485612794552622,
src_003,505,REVIEW_LOW_CONFIDENCE,A,9,0.8583258825902512,0.03771757273657661,A,9,0.9684488030503893,0.21616398804601156,
src_003,506,REVIEW_LOW_CONFIDENCE,f,8,0.9475360767405329,0.26644003914389947,f,8,0.8159905959979522,0.012782475085753475,
src_003,510,REVIEW_LOW_CONFIDENCE,D,2,0.7851112862174681,0.018473407761306793,D,2,0.9082559895443888,0.07909594617140547,
src_003,511,AMBIGUOUS_FRAME_DISAGREEMENT,E,4,0.7946177032799643,0.06359510051080652,A,9,0.9259289369192173,0.1273372850472373,
src_003,514,AMBIGUOUS_FRAME_DISAGREEMENT,d,5,0.8276474002776615,0.10501267720343554,g,10,0.8340175929028726,0.0484484255017581,
src_003,515,AMBIGUOUS_FRAME_DISAGREEMENT,e,7,0.9124893196962045,0.24518464898574177,C,0,0.8145716194580981,0.059556013614991854,
src_003,523,AMBIGUOUS_FRAME_DISAGREEMENT,E,4,0.8765058299956178,0.025615692267522694,A,9,0.8622118630190476,0.11115708694476456,
src_003,529,AMBIGUOUS_FRAME_DISAGREEMENT,e,7,0.8416671974830429,0.09244099553921203,a,0,0.8151794574902596,0.06967787174000162,
src_003,530,AMBIGUOUS_FRAME_DISAGREEMENT,c#,4,0.8797638960040187,0.25067964007645094,f#,9,0.8809035303036322,0.027202138370442386,
src_003,533,AMBIGUOUS_FRAME_DISAGREEMENT,Bb,10,0.767794930296882,0.06497566069661209,Eb,3,0.8707509063424588,0.07825415662623425,
src_003,534,REVIEW_LOW_CONFIDENCE,e,7,0.7236000892660882,0.04925319427381225,e,7,0.964232997691738,0.1029907190655801,
src_003,536,REVIEW_LOW_CONFIDENCE,Bb,10,0.788667093979117,0.041690404885133425,Bb,10,0.8040213969218809,0.019880396106567333,
src_003,537,AMBIGUOUS_FRAME_DISAGREEMENT,C,0,0.8520556165990424,0.08884285474986675,F,5,0.9015364075056429,0.07610092727249596,
src_003,539,AMBIGUOUS_FRAME_DISAGREEMENT,e,7,0.7245074553694231,0.0869991343403036,a,0,0.8784498474199861,0.09433652236344503,
src_003,540,AMBIGUOUS_FRAME_DISAGREEMENT,c#,4,0.8988198311903717,0.278373328267429,f#,9,0.869904791194595,0.08321185120880159,
src_003,543,REVIEW_LOW_CONFIDENCE,c,3,0.9084649174281332,0.2918816996573691,Eb,3,0.7715952661539606,0.00016969535321209595,
src_003,545,REVIEW_LOW_CONFIDENCE,B,11,0.8682750305467057,0.04486520696224894,B,11,0.8307689585424115,0.07192591654385538,
src_003,546,REVIEW_LOW_CONFIDENCE,D,2,0.7952935268379223,0.012279070690357274,D,2,0.9026695614218889,0.09291033419603723,
src_003,549,AMBIGUOUS_FRAME_DISAGREEMENT,D,2,0.7831845366274918,0.1561254718720475,G,7,0.6662581046126856,0.02983788331236492,
src_003,555,REVIEW_LOW_CONFIDENCE,a,0,0.8237183362840376,0.22451703376620513,a,0,0.8250057335746258,0.025746269534529742,
src_003,556,REVIEW_LOW_CONFIDENCE,a,0,0.8534786246569727,0.26149494115862626,a,0,0.8702777524299486,0.036175096486614655,
src_003,557,AMBIGUOUS_FRAME_DISAGREEMENT,D,2,0.6339652123224891,0.01023249239342483,e,7,0.8308229757278639,0.051621162672618515,
src_003,558,AMBIGUOUS_FRAME_DISAGREEMENT,A,9,0.7493793650457713,0.01807486659415658,b,2,0.914293080288994,0.04560684208278343,
src_003,559,AMBIGUOUS_FRAME_DISAGREEMENT,a,0,0.8081007839970625,0.07789140714225096,F,5,0.8926225527315963,0.18018040805135183,
src_003,560,AMBIGUOUS_FRAME_DISAGREEMENT,e,7,0.792029088435266,0.08205017467317122,a,0,0.9166828852999808,0.07083290348642135,
src_003,566,REVIEW_LOW_CONFIDENCE,Bb,10,0.9516459781162199,0.28135015658155493,Bb,10,0.8098605414729264,0.024760719846832036,
src_003,567,REVIEW_LOW_CONFIDENCE,d,5,0.772295147758829,0.10248735002162757,d,5,0.8421446020319863,0.02710569112025507,
src_003,574,REVIEW_LOW_CONFIDENCE,f#,9,0.770709693341134,0.016837811901351696,f#,9,0.9542216846589657,0.19992005813286018,
src_003,576,REVIEW_LOW_CONFIDENCE,Ab,8,0.7921605234424288,0.025056685420116298,Ab,8,0.8824898300824349,0.10661641985385284,
src_003,579,AMBIGUOUS_FRAME_DISAGREEMENT,c,3,0.8643819812493314,0.12567485626503638,f,8,0.8528184268663841,0.1663627581647702,
src_003,582,AMBIGUOUS_FRAME_DISAGREEMENT,E,4,0.802510168253604,0.1498875414685038,f#,9,0.9065112429691827,0.02947071277428004,
src_003,584,AMBIGUOUS_FRAME_DISAGREEMENT,C,0,0.8172356245903727,0.027169651345153367,F,5,0.8612731051430979,0.09251538272994608,
src_003,587,AMBIGUOUS_FRAME_DISAGREEMENT,E,4,0.8291512912455574,0.011876166547083233,A,9,0.8433313495611224,0.11404296287128401,
src_003,590,REVIEW_LOW_CONFIDENCE,C,0,0.8355828834594646,0.13471545985694944,C,0,0.9263904873162545,0.03456428204396955,
src_003,592,REVIEW_LOW_CONFIDENCE,ab,11,0.7567501944661488,0.0471235803832899,ab,11,0.9025195592503087,0.10703633675892588,
src_003,594,AMBIGUOUS_FRAME_DISAGREEMENT,d,5,0.8192052540415241,0.04328891897897591,g,10,0.8795930839583812,0.11806728130549493,
src_003,596,REVIEW_LOW_CONFIDENCE,E,4,0.6513416508677454,0.04591293317534595,E,4,0.8522783001649368,0.027766263001111846,
src_003,598,AMBIGUOUS_FRAME_DISAGREEMENT,C#,1,0.7624467434023603,0.002512547625177497,F#,6,0.9199689825565024,0.037807756995804076,
src_003,599,AMBIGUOUS_FRAME_DISAGREEMENT,e,7,0.8165249632704107,0.2130682317705681,a,0,0.8401543797686647,0.15669635096897816,
src_003,601,AMBIGUOUS_FRAME_DISAGREEMENT,e,7,0.8529763553421057,0.07312403434028991,C,0,0.8763425703014125,0.24785285868585283,
src_003,602,AMBIGUOUS_FRAME_DISAGREEMENT,c,3,0.8204492439266559,0.05733040267467471,f,8,0.8704271072605956,0.11705514962590824,
src_003,607,REVIEW_LOW_CONFIDENCE,ab,11,0.9084138767778077,0.3572600670527529,ab,11,0.8242162435096188,0.03515806684763978,
src_003,608,REVIEW_LOW_CONFIDENCE,F#,6,0.8647475996069023,0.17848348450170048,F#,6,0.8506226610670233,0.01356764029137858,
src_003,610,AMBIGUOUS_FRAME_DISAGREEMENT,C,0,0.7858985638625241,0.06818680712033276,F,5,0.8929468664811065,0.06353837375491889,
src_003,619,REVIEW_LOW_CONFIDENCE,C,0,0.8166357524116606,0.039235615392343215,C,0,0.9396695026788069,0.09556706129287118,
src_003,627,REVIEW_LOW_CONFIDENCE,G,7,0.936162934552778,0.24999823036739433,G,7,0.8722521958978346,0.043852338935389756,
src_003,628,AMBIGUOUS_FRAME_DISAGREEMENT,Bb,10,0.909426416354921,0.11048731167965031,Eb,3,0.858420700427437,0.010719572440726632,
src_003,634,AMBIGUOUS_FRAME_DISAGREEMENT,G,7,0.9257670609779799,0.12383057327789915,C,0,0.8776344141312226,0.058750719268824136,
src_003,635,AMBIGUOUS_FRAME_DISAGREEMENT,Bb,10,0.8036421099584976,0.08283091415438881,Eb,3,0.8860490418168132,0.019529519979330612,
src_003,636,AMBIGUOUS_FRAME_DISAGREEMENT,Ab,8,0.9233537082690416,0.12907787964631767,C#,1,0.8557839931605085,0.021175232531480903,
src_003,640,REVIEW_LOW_CONFIDENCE,bb,1,0.9335141935906444,0.22915159186189782,bb,1,0.792848316104921,0.00814590909896784,
src_003,641,AMBIGUOUS_FRAME_DISAGREEMENT,a,0,0.7824054861770915,0.002085341329891577,F,5,0.903528526426167,0.238153617742074,
