song_id,content_sha256,analyzer_1_key,analyzer_2_key,agreement,confidence,accepted,canonical_shift,split
pop1k7:src_001:36,7bb9a37316f8e05014bbf8d45d7668631b54c829bd0e9ca2aea49a62ccce2fec,c#,c#,True,0.06710702370615829,True,-4,train
pop1k7:src_001:37,cc2eeed77b288fa9cd2d9222f0a3d088c97e9a5a68592b54cebb388ae2ad35ca,E,E,True,0.1786442159253685,True,-4,test
pop1k7:src_001:38,53bac8d359cc1a7147fb81c60fe160717e12543d6d965fbfb1c50b08d33f39c8,f#,D,False,0.02649138825650621,False,,validation
pop1k7:src_001:39,c545f339c24533bd9645bc581fabf4d73c83342b97327f410129d14f5b4925e7,A,A,True,0.21070017946833308,True,3,train
pop1k7:src_001:40,5040b0ebb91387528a06697b97f23011448d83d3cf62bee911342cdb266b4fb2,F,Bb,False,0.027108444473288418,False,,train
pop1k7:src_001:41,244bcf2fe3a4acf1dce3aa8b7426d78c19a84b83187cd34ab0acb485d30b9abf,c,c,True,0.06025059062235316,True,-3,train
pop1k7:src_001:42,689285a55cd712fd7ca83b79b9bd840f466157b501e5bb2d86952a3d31f820bc,B,ab,True,0.0386132345531669,False,1,train
pop1k7:src_001:43,8b4d1beb54380fb9a81586800bc5c27f90cea1e8aff16400cc1f27bc1a851dc9,F,F,True,0.21995007502730624,True,-5,train
pop1k7:src_001:44,a7055e59d83391fabd78efe1d2780c00e8b80c1fd38f8c353af841ef7c7e3505,g,g,True,0.13983040637304123,True,2,train
pop1k7:src_001:45,830abbf7ae23d406ca1f6b7f315d586e733974f95477549a3efc36283a02aacc,Ab,Ab,True,0.26246163852677784,True,4,train
pop1k7:src_001:46,8e0e51bfc3e08ee38ff776766f9a711feae437dc20b478092a7f4b315bc226cf,A,A,True,0.2343949118844657,True,3,train
pop1k7:src_001:47,a934778c97bfe188d5ce38a046a0483250d63a163d3c2e21759db23ded39131a,C#,C#,True,0.11699414466730418,True,-1,train
pop1k7:src_001:48,96023b35f9d52c7460a4fb57f6b9a09c0917f2693d99b7ffc0d4900a13c0d871,Eb,Eb,True,0.1821344118160868,True,-3,validation
pop1k7:src_001:49,b13c14625992b2db7fa6420e9fb2af945427b1c391caf532054e3b02c7cff921,G,G,True,0.17688573512334937,True,5,train
pop1k7:src_001:50,3e36226d832f094816e2f5aee579fc1e1aaa23574d6b580cfc7ed5a456379045,C#,c#,False,0.015627059667317256,False,,train
pop1k7:src_001:51,d9327f26028b90ba508df1b234d8128062a2758e965dd2e07b614f039768402d,ab,ab,True,0.08872133004074623,True,1,train
pop1k7:src_001:52,5f5db77f1c73f9c5026994b114f03900cb8c57a52318b73b519059cc0fcac985,Eb,Eb,True,0.012558435862967565,False,-3,train
pop1k7:src_001:53,880fa2c6fdee7c54c5ce80da31ad01848e91bd86b6989b4e29aebd43b1c14511,c#,c#,True,0.06566665025347629,True,-4,validation
pop1k7:src_001:54,59682dfacdddd773696b229497c77f895a181e29b1eb73a7c82d7ac7ad0c73fe,Eb,Eb,True,0.10857388117110789,True,-3,train
pop1k7:src_001:55,6cd32f2f2e468fd8e6c5a0809c5010a6e03001175b1854585516424e4a446359,d,g,False,0.10533183382830846,False,,train
pop1k7:src_001:56,627608e2d17eef1a35e76951b4c8ad8ce539a717238ca34dede8da6c4778e720,F#,F#,True,0.14510349432318914,True,6,train
pop1k7:src_001:57,81846dcb2c8ddb06e05caf8bbaa485bcd42919c926d2cbf1938e24436b726f54,G,G,True,0.031365548157721634,False,5,train
pop1k7:src_001:58,cc53546b84ef72994e270f85290a4d916a3e6d07cc7ce7259920115a6c0ecd1b,A,A,True,0.11574858994965143,True,3,test
pop1k7:src_001:59,931ac5e166d9a9761803cf492c1b0c5469fa48ca9553867cad5b76e6594f9971,Ab,Ab,True,0.06037743852530675,True,4,train
pop1k7:src_001:60,8251e6e1f915f9924b74a6273b95989cd8284c20bfa0e68e1ca2e31d420c754d,C,C,True,0.19042216626358044,True,0,test
pop1k7:src_001:61,848a0a58cb55ea93b771aaae87198acd6a93acd17f31fee76ec4072570a9fd39,c,c,True,0.17528229972902543,True,-3,train
pop1k7:src_001:62,fb5c996680db0d27ab9c1990470ee96797b70960cdeef71a5d322c7ddd1e6a20,C,C,True,0.22941831448505978,True,0,train
pop1k7:src_001:63,245bb2004a5c9cae2c4529b840d93bfad8f72714931e2a3a11c4933fc1afc629,e,e,True,0.07241903122261162,True,5,test
pop1k7:src_001:64,25c64f126f309818ea211a0a97ed533851085958e749b2e6f41a287f3e9991b0,A,A,True,0.07057939690739512,True,3,train
pop1k7:src_001:65,93849cacdf315f0cf1ba3fdcfacd6e3945e207f1ce6dc1a7e59fe8bfe8a2f2ba,F,F,True,0.12569479733925426,True,-5,test
pop1k7:src_001:66,8e4a74796c7f196a3cc70fab1d3c7034adfd57693d318049b585c1870ae90bc4,e,e,True,0.2662944249135697,True,5,train
pop1k7:src_001:67,c8c4da339fdf894721bd95ca5bd6f7196c0a8b9dcb19d4413869d7f996d6d733,Bb,Bb,True,0.028506337682586036,False,2,train
pop1k7:src_001:68,1bf63aee9b5c5e9f4222f6ec0bba23e6f9c1abb8f55319eaaafaf53010273741,C,a,True,0.16739609119204402,True,0,train
pop1k7:src_001:69,ca44508404b5514a4c030b6c8bc9ad8483263ca9b73ab620e18eeb469748289d,d,g,False,0.10595139588503633,False,,train
pop1k7:src_001:70,3e275628a1fca542e78e21e6bfe9f02ddc216c798c0c561672dbbc8364b92c79,c#,c#,True,0.1770728062157324,True,-4,train
pop1k7:src_001:71,3913509e00d9d4018c0ef58d986153e0123a16dab6e651e9b12c670db46edb61,A,A,True,0.012728944150472543,False,3,train
pop1k7:src_001:72,ebafe4a4f557f55ac8ee74665742d35ff17d88bf87bbf2d9cbfc7141ae3cf630,C#,C#,True,0.25336928978514206,True,-1,train
pop1k7:src_001:73,3c8e3f21bc892f4e77b84d44c6cdd03ecd94b863eaabe0f99dfd14c18400ea45,b,b,True,0.10821186168659613,True,-2,train
pop1k7:src_001:74,19344067f0418adc43eeffc97855d877da6f9fd24a52ecb0b6adc16ee34a2a75,ab,ab,True,0.005173527983725501,False,1,train
pop1k7:src_001:75,6644957fa3a88b5bedab4e9db652bca99cb753a8a440e15031fc8d8b50ef3236,ab,ab,True,0.0676477933794356,True,1,test
pop1k7:src_001:76,bce1c7174e15fca9e5b087cd346df7e85dc1fc0baccaa907d94ed74dfd14f18c,B,B,True,0.20142230158070817,True,1,train
pop1k7:src_001:77,8340f0eba6dbcc445e823844daafde85c08c99939fa2224671729d071bbb6658,g,c,False,0.07435290229427938,False,,test
pop1k7:src_001:78,c68903cea380cd3473b5073f3fbd8c4ef8c9a6e15b9ea671866b61f3e0d6e3be,Eb,bb,False,0.017602820530044916,False,,validation
pop1k7:src_001:79,4d8c73adcc4cc0ed03951b8e5fe584fb9a4cda47fa61cc2171521f9c01f26bd2,E,E,True,0.0937248275265844,True,-4,test
pop1k7:src_001:80,81b4c1f6bf7e97c9e055cca38e9d64c8479103c089c31481dcefa81f09ff3b8d,G,G,True,0.1578041833723206,True,5,train
pop1k7:src_001:81,6e18036afa5eb89ee8adf8c460740b79281b23224649d0fe02edc346cac06ba5,c#,c#,True,0.20585711941567564,True,-4,test
pop1k7:src_001:82,5f5e8c9773c893f6e4e14a656dba13c863471dcad01c84b36631ab2584c456b2,A,A,True,0.04859682540274446,False,3,train
pop1k7:src_001:83,9bd31458522061aaf5a0479397d28b591999cc230f72e236eec70b52886bfe67,Eb,Eb,True,0.1985422735198784,True,-3,test
pop1k7:src_001:84,5761f24023a889dcd57489235b6ac371be67ee103ad22ea870b29472a56b127b,b,b,True,0.23998228293079815,True,-2,validation
pop1k7:src_001:85,6d3c4b671c6c28755791b28b6a09b0a6f5f61a1e4fd8064be5fbaf1410930fa3,B,B,True,0.25086217362003627,True,1,train
pop1k7:src_001:86,93d2753697991050cd2b25ddfac5b75a8ed9feaa753e1608cce6ff2d20faca72,b,b,True,0.039733318063103984,False,-2,train
pop1k7:src_001:87,9cebfee550d848c52db8797368cd30909fd7ef887e5d31e4f3eff67c547160b9,g,g,True,0.30782758419688727,True,2,train
pop1k7:src_001:88,8c8dd7bd9902c3c64d8aa09988031ef401ca413da25dcc8321fe3386c9bc24d1,f,f,True,0.10874408599268248,True,4,train
pop1k7:src_001:89,b4cbe133e17b447d9add9925a991b33a13fb6f92528aedbe925c77b27c83bb7b,e,e,True,0.12343056253764473,True,5,train
pop1k7:src_001:90,11f019b6de12c1ef7c91084e4c8c50692068c725839f18db026677ca75d444e0,b,e,False,0.11822430295131592,False,,train
pop1k7:src_001:91,acb149bb0f2e2ac5cf7915522b6e0b1e435743bbd8328ea98972d96afb4ad7b5,Ab,Ab,True,0.21380669785177053,True,4,train
pop1k7:src_001:92,6371c5a3d7151c5013a3532222eeb5f20c18471b239d30c02f0d6064c81d0c48,c,c,True,0.15866062131827385,True,-3,train
pop1k7:src_001:93,675dc711d43ce1ab4e376b6e61c6b47a082e1ecb0c97bb083ba0441272c6cdf7,b,b,True,0.08586830858964545,True,-2,train
pop1k7:src_001:94,a344ecb3f7411beb660fef1f33d196355174e7a9ad2071af1b63e42f39a36cba,e,e,True,0.07658614276790643,True,5,test
pop1k7:src_001:95,b7060728797f09b03177b412bb5d9bf0f32cd40e8c9d28e4392f984f0460cde7,ab,c#,False,0.07152172260068279,False,,train
pop1k7:src_001:96,3efafe6ee8c6517a36f840f4594c2dccc096459a346ddad69905835eaf62bba2,A,A,True,0.0180002047350738,False,3,test
pop1k7:src_001:97,b4291d30e077a48a39e3f10abc73867dc8f74544582927364465e2a2ffb20d5b,b,b,True,0.16415350063661815,True,-2,validation
pop1k7:src_001:98,1e64c25912cc9ae7df111da2faa07b622024dab40d154348ecb17804b35433ed,C,C,True,0.07571566047073142,True,0,test
pop1k7:src_001:99,6c1162df0569762f764b2fa3d62f4b92e71f9941f013f545d723d99d8fd1db71,g,g,True,0.15569689306038692,True,2,train
pop1k7:src_001:100,501028c8e7f4f944c96e515063f41e3fe5ac484452aa3d7759b115abdef66f85,Eb,Eb,True,0.0827213545737675,True,-3,validation
pop1k7:src_001:101,c4d95ba122c66484357c06b3eaf83513861059eed8ada4aeaea7095443318bbc,C,C,True,0.11323040406959162,True,0,train
pop1k7:src_001:102,e2ba6a92bc6d2e60fea96f853c934063508079124c29d559c2336c31a7f64cf9,C,C,True,0.1536841076192308,True,0,test
pop1k7:src_001:103,0c9e0026190836120b164c94a8a512794ef22866725554f88b1f04a18fe83342,F#,F#,True,0.19953457254282703,True,6,test
pop1k7:src_001:104,1bef996a9303f76b633649de067eb00a9215d531b398c78135ad6ade26e714e0,f,f,True,0.1812273084993995,True,4,train
pop1k7:src_001:105,3afb84c5f8bd12242aef8d7546def17d7efc35312608563c2763eb01b3edb115,e,e,True,0.16516683007406296,True,5,train
pop1k7:src_001:106,b4d96bae72c66668cf0174ceb14e327902a78cfc290651f0bab82db322e1ccf2,C#,F#,False,0.047212041714177366,False,,train
pop1k7:src_001:107,51306aa0c7602d53369d8207a033d13508eacf2e9e4ff8278e8501d49f9f4e30,C,C,True,0.1809908340866473,True,0,train
pop1k7:src_001:108,dfe43756ed6cb762948881a26f7e02c264c6133c6adf2180a9f33c59141b9c56,B,B,True,0.21539364589183252,True,1,train
pop1k7:src_001:109,7490d250805d6fa5d7664a91728ba735f9b08a6034238ca5822ba3124eb4b447,e,e,True,0.22286975436766265,True,5,train
pop1k7:src_001:110,cb62b0b957d437321d6384cae9c096ed6f0b9630eb81fea0e887ce1526d9845b,C,F,False,0.13272652456785772,False,,train
pop1k7:src_002:111,2db119071659b8bbd5faf11b5e61135db0495090fa930ddcbe8c9ed0b4681ba7,g,g,True,0.20444344449690632,True,2,validation
pop1k7:src_002:112,6cda9ed4535c3e822d11672e924a2bcdd61e8c8b59734f1b915684dbc31255d5,F,Bb,False,0.0832111514398991,False,,train
pop1k7:src_002:113,53b464dd860a6282965fdf60e7799abbe484bf36de7e53ce84b883c9f84c23bc,e,e,True,0.13385902739174382,True,5,train
pop1k7:src_002:114,b91364cab1291abd27d0cc2debd802795b7ae34a9bf9c56bef3b5f18acb6d157,e,e,True,0.317393805066182,True,5,train
pop1k7:src_002:115,a1f7e6faa8f7e747f71f36f8c2dbe7461037e835660bd4b93ba8f1bc77ba9a33,f#,f#,True,0.1659269863124454,True,3,test
pop1k7:src_002:116,12f8eef0a6d8e783f2a86fbad69dd615ec9d6c02c3c74e2e43c40577df239bb1,E,E,True,0.20703835400332804,True,-4,train
pop1k7:src_002:117,c0c5601d41b8d3a985c8269f4d13bcccd5974d1a229e90bebedfffc76269a5a6,C#,C#,True,0.09606749927318159,True,-1,train
pop1k7:src_002:118,852fb3d1912cbf253c839d064e6bfd4574a0079872a313fde560ed8c3301d351,A,A,True,0.1887005834952542,True,3,validation
pop1k7:src_002:119,2dfd88a6bbd04e649417ae27322288fd8d64c0f34cb203654686a1c7e5225254,E,E,True,0.21421515863062657,True,-4,train
pop1k7:src_002:120,631178d2b5a680c7cf554a831b834b51e22f949063094f8598412fa6783d1da3,d,d,True,0.13161551381343006,True,-5,train
pop1k7:src_002:121,99b5bcaa3de6a05d2240a763c1b2cb923e3db04f887e3b35d5e5c936a8f958c3,C#,C#,True,0.12421488892873744,True,-1,train
pop1k7:src_002:122,ed46d5946224ff012ddf6b257e8a8126b34994042d1c1715e37acfc3eafc12bd,C#,C#,True,0.09721663079918119,True,-1,validation
pop1k7:src_002:123,68085c45cb2a14f8dfe868da4fbad5ad1ca312bbbace8a8bce0a09a16ad3274e,c#,c#,True,0.06710677252939246,True,-4,train
pop1k7:src_002:124,b93efc78f879df3d90b8f53ea8f39b18bed37333deeca056def30bb6e88b7748,e,e,True,0.1522353940712714,True,5,test
pop1k7:src_002:125,d4100b3718c7c42781b16a587cca5c311f72bc2dd1e43e81998d3f41b6106bc2,Ab,Ab,True,0.05419812953008296,True,4,train
pop1k7:src_002:126,9185e368c9087a5571d1afb400bee1d791ff2ef83e50ed6c07b77b59d975760c,D,D,True,0.19670009835262958,True,-2,validation
pop1k7:src_002:127,752ade74bf9f4c5b9b0ff22941fea42eb80d9b2b3711dae1829521b2c2ca68e0,Eb,Ab,False,0.04652912712183033,False,,train
pop1k7:src_002:128,10f6e87679977f896a2becf63d450dfa820e454ca5e7d6a81579c618417b9fcb,B,B,True,0.12725625690207187,True,1,train
pop1k7:src_002:129,9bae90e6a4e3292d9cadb4f3aef9aa87344e60d9473f41173e2fdeba92a561b9,G,c,False,0.010831343158508533,False,,train
pop1k7:src_002:130,b44c903d7cbe82f066054a3853c6d44f203cfc94ba97c57a49845cd770981748,c#,c#,True,0.0499592840375217,False,-4,train
pop1k7:src_002:131,88b79b89cb47b1313f5f77a4d9d0bdf389b4a90ef986a921fc6517adb53a2559,C#,C#,True,0.16950769662635268,True,-1,train
pop1k7:src_002:132,f631663f509b9bf6e897bae1e882517fb6db3de7192eba4985681e8ac5aa0776,Eb,Eb,True,0.22584949082377226,True,-3,train
pop1k7:src_002:133,0ed162865f6a7e53ce701a224ae4e32b37b1558dccacdc7c173c75e268a7595b,C#,C#,True,0.15136716386284255,True,-1,train
pop1k7:src_002:134,6977f66fe633a2ff835099e1f966940679df1fe344cc7f2436856a7ce534ae7b,Eb,Eb,True,0.2223157312013786,True,-3,validation
pop1k7:src_002:135,cb7bc0726839b00286e72aeddf08b4df619b2e6377424f07aa72b430699ab9a0,c#,f#,False,0.0022079523864477757,False,,train
pop1k7:src_002:136,508fe0e332cdf262a7d40f582137e512d450b5168e85fd4c670d59f2b3f4f6d2,ab,ab,True,0.07213180735154989,True,1,train
pop1k7:src_002:137,513cee1aa6d657e68ee5fffe6e26ac1fb5599b65802f9280caa29b1e997a195b,Eb,Eb,True,0.1412945331010127,True,-3,train
pop1k7:src_002:138,2a2462cb01795268e1f9af55d593a2f6a7170fc1957c4d0355f68b643ec87d20,F,F,True,0.05334179567600794,True,-5,train
pop1k7:src_002:139,2a8cb70c71402446fec86309275d29fb223ca6e0c0ab60d473d4a1d867bd88bc,D,D,True,0.20891874867556826,True,-2,train
pop1k7:src_002:140,f6d31f84160f523de471d1ceb75910e5a9e1e9c9d64e2f61299ad372e636c6f0,d,d,True,0.15008079598752755,True,-5,train
pop1k7:src_002:141,dea80eec3e0171a37e02fc69bcc3e5df9f9c4a6de684bba9808f040de8320abf,d,g,False,0.07304185990583922,False,,train
pop1k7:src_002:142,e77a7b349e9a21d4cfbdc332aba568397580a39724a6e8fe0801d70a55ebf843,F,F,True,0.153331203551071,True,-5,train
pop1k7:src_002:143,99731f19a72ca7780f193c3550148e26ec11137efa83feaf8240b1375d38d8e5,f,f,True,0.184109015544072,True,4,train
pop1k7:src_002:144,148d806b8ae5f3fbac42f2e4e4d2706d127353375cf7094967941b4c3302f1b4,f,f,True,0.15085283328143495,True,4,test
pop1k7:src_002:145,20d7a7b25b7553a66b0d59f0b1b238d0fa96f8434663dcfa5d74fe3ed201a60e,D,D,True,0.13110822860225657,True,-2,validation
pop1k7:src_002:146,285021aecd736a60c7dabdb6fbf3831e49659bbb47bb9953a6c04d82627931e0,c#,c#,True,0.18942882274053174,True,-4,train
pop1k7:src_002:147,ce7446a833103f3a0696de7aaaa2ff32736dbfec1f55f809395713b11a42bc46,Ab,Ab,True,0.2563590917312808,True,4,validation
pop1k7:src_002:148,70113e1a706257f1b030d229fa19c8e7815c8f2716e52edbea97272f27f757d8,E,E,True,0.28953019891866427,True,-4,train
pop1k7:src_002:149,7f29b815e6102de66eb537a8aae98ba7555c5712fb87aec31b67992a29b6b39b,F,F,True,0.21242628691805843,True,-5,test
pop1k7:src_002:150,0205ea0f7810a24dd5ec4bf273f492d49799af740c4b5ad7d8f3bb0bc804c59e,a,a,True,0.12911723125717078,True,0,train
pop1k7:src_002:151,ba9e93690c1fd4ef9cb45abb33eb7361908151dff0fb33779bb89bc23a1b3ae2,c#,E,True,0.0746432620709615,True,-4,train
pop1k7:src_002:152,6847c4fbdee1eec9df7c567c44615ae5893b043eb7688e125377fc528107c245,f,f,True,0.27226937780508365,True,4,train
pop1k7:src_002:153,9b59d35593b79ebea5cffc4bdd8b354191b0dabad8962dc26a3dc11e05bc0260,F#,F#,True,0.14522899431283065,True,6,train
pop1k7:src_002:154,730654d7c40db3fe48327922ff71c91644b1303cf2506c84b64efbb587c41113,G,G,True,0.16868580324940996,True,5,train
pop1k7:src_002:155,46d2b43a74ca0d7ca0d4c04f542cfdf530f3ce16bb2b4de157e6d1b863026635,f#,f#,True,0.003915562586582655,False,3,train
pop1k7:src_002:156,bfcf6d8494ee694066abda49d5af508c68fe44ad93336a8fb072660e59d8543e,C#,C#,True,0.19300343569056821,True,-1,test
pop1k7:src_002:157,31b32cd48f2370041d352f3a55861340cedb3d20c23a97da287e99a05e884a61,Ab,Ab,True,0.25150789451935474,True,4,test
pop1k7:src_002:158,b7c9cdf5572c4acabb404af1fa6c2620b46b1a0ebaea8a39ea548dceb15cf6a9,c#,c#,True,0.020681741044970225,False,-4,train
pop1k7:src_002:159,0be3df899cbae5b28c63ac88afa03b9700c4234d42343b3fb268816682b5291f,c,Ab,False,0.011379520685623867,False,,train
pop1k7:src_002:160,75a8aeb561d3167188248a1c2876e32adb208b013176247eda1f78c5eb7768b7,bb,bb,True,0.15723906572855595,True,-1,train
pop1k7:src_002:161,2eb41519e2494d5c7af0768ed768cfaaba283f2b0bb458c12952d182174b945c,Eb,Eb,True,0.2650876150470661,True,-3,train
pop1k7:src_002:162,9ddedd25333986ef7a896c21aa12068eb946318d4962822990a71891caaf03b3,Eb,Eb,True,0.23891968031390598,True,-3,train
pop1k7:src_002:163,c3f5062202621d6d140bc60421416305bdea7e33415c8886e885427db2b8d575,A,D,False,0.05486189129966468,False,,train
pop1k7:src_002:164,74b945678119473f1dbc476877909021be792128442efcaed58ba192a8481373,E,E,True,0.1311470091656589,True,-4,train
pop1k7:src_002:165,236cf8828fdf2670db19c084c73e4c650f00ba90d2684186d2de009e9d513de7,Eb,Eb,True,0.22944497935302066,True,-3,train
pop1k7:src_002:166,a082bfeeb7550e0843bf47cddfcd61cdc13474cdac2127d657cffd9c0aa13619,G,G,True,0.12704448392718848,True,5,train
pop1k7:src_002:167,8afb34448229453d9e2c9992b10f62c8ab389c8df47a97843d3d77f3cb250c47,A,D,False,0.029176893928499537,False,,train
pop1k7:src_002:168,e59872dbaeeae0cc12c38a60e75a6d2b85f322f7c9f43c90d5456c460df46fdc,D,D,True,0.1469069559590066,True,-2,test
pop1k7:src_002:169,c6aadd7ffa26b8f0079c2042433ff1e17f049ba1b74270c0b8df004df6bde0d1,B,B,True,0.018924054424960257,False,1,validation
pop1k7:src_002:170,c7aff89abbac55f12501840b78995b922f7261fb0dacf61a32dc770d80fa105e,D,G,False,0.08340184376198712,False,,train
pop1k7:src_002:171,b1e4c6584e4a50064907a48a47c7e1971b0888da96f76433d4ba104a4c7af91a,Eb,Eb,True,0.21758644778972547,True,-3,test
pop1k7:src_002:172,ff9a587167237c2313d967ae8e697ea088f0c3d7410122e936dc3defdbd5a420,b,b,True,0.044387114040609466,False,-2,validation
pop1k7:src_002:173,c3c0330eac5df8a22d8f63efbdf7bb623bc60fc4d0d55c377e36d123e2e2accf,Eb,Eb,True,0.13742374530501744,True,-3,train
pop1k7:src_002:174,70ccde7070dbd72eba1d985fa499d29005caa187df58931ef812f2b405396d49,Eb,Eb,True,0.07014528155546751,True,-3,train
pop1k7:src_002:175,e019fabd2073280fb505826fd3c499a2f6a9da4e0e2bca0bfe46227d12fd5b86,G,a,False,0.029415867034580656,False,,train
pop1k7:src_002:176,0ea82f82d8939ee35fb643d816756a4da26908c3775be090d16d54b4616534e4,Eb,Eb,True,0.11385018725834406,True,-3,validation
pop1k7:src_002:177,f3f6f4af363ba9d5d55631a2e3c26ec2697599cd7815bec9729f6ddbb811e3c7,bb,bb,True,0.22622554850301368,True,-1,train
pop1k7:src_002:178,7c8d528a85a060fa5e4826966cb9ee68d5ca1e8f574ff1bfc03e065e1274ee7e,Eb,Eb,True,0.13756786692607736,True,-3,train
pop1k7:src_002:179,421b4f5fde5e7c3dc6cffa09d1e7ae3024458a349a4352f7042757b108dc7261,F,F,True,0.029589128943886767,False,-5,validation
